sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL4.Test114	785	6	2133	12	7.1331	12	9	0.5684
RL4.Test103	2196	14	4172	28	13.9518	20	0	0.3707
RL4.Test7	7223	8	2427	16	8.1162	24	9	0.0883
RL4.Test179	744	4	1002	8	3.3508	7	13	0.3787
RL4.Test172	2424	3	901	6	3.0131	0	0	0.1190
RL4.Test123	13	2	403	4	1.3477	0	0	12.3886
RL4.Test182	1632	50	19508	100	65.2376	44	9	3.7632
RL4.Test133	1004	32	12546	64	41.9557	50	35	4.1077
RL4.Test189	996	9	2922	18	9.7716	20	9	0.5687
RL4.Test25	5941	37	23247	74	77.7414	129	36	0.9877
RL4.Test26	729	4	1205	8	4.0297	8	9	0.4730
RL4.Test167	30	12	4774	24	15.9650	31	35	50.6939
RL4.Test55	62	38	16893	76	56.4927	82	31	47.3116
RL4.Test75	1620	46	26831	92	89.7268	80	44	5.2218
RL4.Test48	948	28	11757	56	39.3171	69	29	3.1940
RL4.Test194	548	34	17672	68	59.0977	98	29	8.0110
RL4.Test148	723	15	4723	30	15.7944	29	35	1.9012
RL4.Test64	1698	55	19943	110	66.6923	44	44	2.9106
RL4.Test197	9	2	472	4	1.5784	0	0	18.9711
RL4.Test59	128	13	3441	26	11.5072	17	9	9.7282
RL4.Test170	252	19	5620	38	18.7941	34	37	7.4169
RL4.Test186	778	34	12876	68	43.0592	67	18	3.3650
RL4.Test101	1561	33	14591	66	48.7944	74	53	2.7697
RL4.Test29	5652	20	6036	40	20.1853	40	15	0.2689
RL4.Test175	5643	31	17534	62	58.6363	83	24	0.7809
RL4.Test12	39	8	2063	16	6.8990	4	0	7.4049
RL4.Test84	283	31	9628	62	32.1974	43	18	7.1805
RL4.Test121	466	23	7498	46	25.0744	39	9	5.3646
RL4.Test154	101	44	19903	88	66.5585	88	27	40.6773
RL4.Test164	437	17	4572	34	15.2894	18	0	3.2964
RL4.Test10	35	3	799	6	2.6720	2	0	9.6364
RL4.Test79	33	3	1112	6	3.7187	10	9	6.9128
RL4.Test71	1868	23	7617	46	25.4724	43	35	1.2978
RL4.Test131	131	34	12074	68	40.3772	81	44	33.1894
RL4.Test21	652	15	4358	30	14.5738	11	0	1.7895
RL4.Test176	443	34	19457	68	65.0671	110	56	12.7226
RL4.Test51	297	24	10674	48	35.6954	62	27	11.9683
RL4.Test117	894	41	18253	82	61.0407	82	44	6.5299
RL4.Test49	8656	42	14434	84	48.2694	72	18	0.2682
RL4.Test184	63	40	14123	80	47.2294	89	25	30.3836
RL4.Test156	85	34	11592	68	38.7653	57	21	42.6403
RL4.Test166	710	14	4019	28	13.4401	19	9	1.2825
RL4.Test93	55	26	8763	52	29.3048	63	30	54.2746
RL4.Test83	101	40	13994	80	46.7980	92	44	33.6574
RL4.Test192	1617	42	17487	84	58.4791	90	30	3.3942
RL4.Test199	103	42	19885	84	66.4983	84	48	52.0977
RL4.Test160	238	10	3185	20	10.6511	22	35	3.8582
RL4.Test141	5652	42	16078	84	53.7672	53	27	0.7201
RL4.Test150	10971	1	270	2	0.9029	2	0	0.0024
RL4.Test82	105	37	17648	74	59.0175	91	44	43.5790
RL4.Test119	99	2	655	4	2.1904	4	9	2.0464
RL4.Test165	676	19	5787	38	19.3526	45	18	2.5798
RL4.Test92	289	10	3852	20	12.8817	21	9	4.0205
RL4.Test112	765	39	13501	78	45.1493	89	47	3.7730
RL4.Test155	5179	21	7114	42	23.7903	30	18	0.3239
RL4.Test80	105	5	1848	10	6.1800	10	9	4.8994
RL4.Test14	738	16	7005	32	23.4257	32	44	3.0441
RL4.Test41	6181	27	10157	54	33.9665	64	18	0.4054
RL4.Test174	16	2	557	4	1.8627	0	0	10.9884
RL4.Test90	5675	44	21835	88	73.0194	108	24	0.9594
RL4.Test195	62	45	23358	90	78.1126	108	30	85.4460
RL4.Test62	293	29	10427	58	34.8694	67	18	9.2264
RL4.Test128	754	25	9313	50	31.1440	33	35	3.9835
RL4.Test116	29	14	3587	28	11.9955	25	12	33.3520
RL4.Test57	79	46	17334	92	57.9674	22	0	63.2029
RL4.Test190	147	2	485	4	1.6219	1	0	1.1731
RL4.Test177	1564	4	1631	8	5.4543	2	0	0.3269
RL4.Test200	326	38	14087	76	47.1090	65	9	9.4200
RL4.Test108	144	40	16494	80	55.1583	69	9	29.7914
RL4.Test60	783	26	10285	52	34.3945	59	41	3.7945
RL4.Test46	144	44	16629	88	55.6098	73	18	33.6806
RL4.Test78	89	2	660	4	2.2071	4	9	2.1913
RL4.Test143	163	8	2388	16	7.9858	16	0	4.3169
RL4.Test169	339	23	7580	46	25.3486	38	9	6.2504
RL4.Test159	27	13	4095	26	13.6943	14	35	16.9517
RL4.Test162	620	34	11095	68	37.1033	44	15	5.3400
RL4.Test152	8906	36	13136	72	43.9287	74	18	0.2391
RL4.Test63	11120	6	2953	12	9.8753	16	35	0.0262
RL4.Test58	83	7	1892	14	6.3271	15	9	8.6650
RL4.Test110	90	24	10330	48	34.5450	72	9	37.3028
RL4.Test196	2651	39	26327	78	88.0413	67	47	2.6177
RL4.Test28	97	36	14729	72	49.2559	97	27	38.2849
RL4.Test147	992	27	25858	54	86.4729	128	56	8.1924
RL4.Test24	1027	38	16602	76	55.5195	71	35	4.9747
RL4.Test43	1378	38	26045	76	87.0983	120	57	5.7913
RL4.Test39	210	32	13962	64	46.6910	113	53	16.2452
RL4.Test132	2021	11	3308	22	11.0624	14	9	0.3045
RL4.Test66	7208	26	27710	52	92.6663	154	59	1.0046
RL4.Test183	77	46	25279	92	84.5367	143	56	54.7857
RL4.Test65	212	46	19659	92	65.7426	86	18	28.6795
RL4.Test168	21	2	457	4	1.5283	0	0	7.2048
RL4.Test158	100	3	1100	6	3.6786	6	9	3.0086
RL4.Test89	5759	42	19607	84	65.5687	90	27	0.8589
RL4.Test139	125	17	5575	34	18.6436	37	9	8.8839
RL4.Test99	266	4	1013	8	3.3876	4	0	0.7870
RL4.Test173	281	49	20058	98	67.0769	90	44	21.6144
RL4.Test81	198	25	10174	50	34.0233	67	9	15.4862
RL4.Test6	33	11	5106	22	17.0752	29	35	44.2882
RL4.Test91	895	42	22282	84	74.5143	103	59	7.8653
RL4.Test122	185	22	6738	44	22.5329	26	35	11.2161
RL4.Test31	57	43	23975	86	80.1759	142	56	87.0618
RL4.Test42	7203	43	18811	86	62.9067	59	30	0.6617
RL4.Test109	667	35	17305	70	57.8704	101	56	9.1806
RL4.Test18	284	9	3523	18	11.7814	24	35	4.3131
RL4.Test130	1236	4	1054	8	3.5247	7	0	0.2617
RL4.Test126	158	41	16225	82	54.2588	96	47	32.4526
RL4.Test118	36	2	635	4	2.1235	2	0	1.6923
RL4.Test61	68	38	26767	76	89.5128	142	56	76.7115
RL4.Test3	572	35	13808	70	46.1760	90	53	8.9576
RL4.Test106	37	15	4132	30	13.8180	19	9	28.8221
RL4.Test181	24	14	3587	28	11.9955	25	12	45.0365
RL4.Test105	605	18	4684	36	15.6640	36	12	2.1717
RL4.Test36	2342	7	2157	14	7.2133	14	9	0.2832
RL4.Test171	12203	2	732	4	2.4479	6	9	0.0063
RL4.Test144	28	4	1028	8	3.4378	4	35	12.4327
RL4.Test96	12330	18	5493	36	18.3694	6	0	0.0477
RL4.Test125	59	36	14569	72	48.7209	92	53	45.0131
RL4.Test17	154	48	22016	96	73.6247	119	47	40.1556
RL4.Test136	170	26	9706	52	32.4583	57	21	19.3783
RL4.Test120	96	43	23714	86	79.3031	124	47	58.5961
RL4.Test69	1708	46	23060	92	77.1160	46	9	3.3169
RL4.Test198	1937	40	19678	80	65.8061	44	9	2.5519
RL4.Test86	3257	33	12596	66	42.1229	50	35	0.8641
RL4.Test145	54	22	6131	44	20.5030	34	18	30.0221
RL4.Test124	405	20	7079	42	23.6732	53	21	5.3971
RL4.Test140	1806	50	22223	100	74.3170	68	44	2.9412
RL4.Test161	122	28	13869	56	46.3800	89	13	28.9945
RL4.Test104	170	15	4267	30	14.2695	19	9	7.6568
RL4.Test97	895	40	15688	80	52.4630	71	53	5.6580
RL4.Test15	187	2	496	4	1.6587	0	0	0.9492
RL4.Test16	90	46	21640	92	72.3673	57	44	62.1906
RL4.Test87	60	35	25392	70	84.9146	153	56	58.5843
RL4.Test98	226	30	10254	60	34.2909	37	0	15.3912
RL4.Test193	141	35	28087	70	93.9270	87	33	42.3008
RL4.Test1	772	20	6310	40	21.1016	47	18	1.7345
RL4.Test38	90	22	7833	44	26.1947	62	18	25.0664
RL4.Test146	84	38	13688	76	45.7747	85	27	44.1107
RL4.Test188	1681	41	14798	82	49.4867	25	35	2.0771
RL4.Test153	22	16	4496	32	15.0353	17	9	69.0253
RL4.Test163	16	7	1777	14	5.9425	16	9	38.2850
RL4.Test137	285	2	557	4	1.8627	0	0	0.7169
RL4.Test53	1673	13	28947	26	96.8030	123	56	4.4666
RL4.Test11	1353	43	18001	86	60.1980	84	44	4.1415
RL4.Test44	153	34	12038	68	40.2568	79	47	28.3657
RL4.Test23	2394	51	24598	102	82.2593	102	56	2.6989
RL4.Test111	211	42	19624	84	65.6255	110	44	29.3479
RL4.Test73	1336	41	15627	82	52.2590	67	44	3.7097
RL4.Test149	183	17	4813	34	16.0954	25	9	8.3189
RL4.Test20	52	13	4273	26	14.2895	20	35	28.1136
RL4.Test191	126	34	11680	68	39.0596	64	21	32.1632
RL4.Test50	68	19	5730	38	19.1620	45	18	27.0071
RL4.Test178	129	46	16385	92	54.7938	25	35	23.6448
RL4.Test67	440	20	7423	40	24.8236	54	44	4.7794
RL4.Test22	111	41	24954	82	83.4498	156	56	44.7879
RL4.Test127	636	20	5837	40	19.5198	45	18	1.8559
RL4.Test52	227	1	304	2	1.0166	4	0	0.4231
RL4.Test70	445	36	12808	72	42.8318	77	53	9.4306
