sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
R11.Test140	463	1	29818	2	99.7157	165	56	13.2139
R11.Test179	1076	1	29819	2	99.7191	205	61	7.5694
R11.Test156	330	1	29865	2	99.8729	183	64	17.7611
R11.Test67	1186	1	29860	2	99.8562	133	56	6.5592
R11.Test135	3358	1	29850	2	99.8228	141	56	1.8904
R11.Test5	607	1	29826	2	99.7425	204	70	12.5486
R11.Test111	1042	2	29770	4	99.5552	161	58	6.9974
R11.Test25	4923	2	29824	4	99.7358	152	56	0.9732
R11.Test18	140	1	29812	2	99.6957	143	59	41.5614
R11.Test47	8224	2	29864	4	99.8696	156	56	0.5532
R11.Test95	1334	1	29820	2	99.7224	127	53	6.4557
R11.Test157	782	1	29856	2	99.8428	169	56	9.1706
R11.Test100	418	1	29812	2	99.6957	131	59	14.6134
R11.Test88	756	1	29834	2	99.7693	171	64	10.5842
R11.Test152	62	1	29827	2	99.7458	156	56	63.7536
R11.Test190	686	1	29865	2	99.8729	142	62	12.1621
R11.Test38	3408	3	29813	6	99.6990	152	58	1.8818
R11.Test9	606	1	29869	2	99.8863	157	56	8.7808
R11.Test161	1793	2	29827	4	99.7458	159	56	3.7145
R11.Test2	681	1	29863	2	99.8662	145	56	10.8674
R11.Test55	5524	1	29834	2	99.7693	143	59	1.3365
R11.Test65	1163	2	29847	4	99.8127	148	56	5.7923
R11.Test176	456	1	29840	2	99.7893	130	61	19.5985
R11.Test104	1398	1	29859	2	99.8529	146	59	5.6778
R11.Test159	782	3	29843	6	99.7994	134	59	9.0037
R11.Test198	2017	1	29853	2	99.8328	128	59	2.6930
R11.Test165	6180	2	29843	4	99.7994	196	70	1.1353
R11.Test177	1368	1	29871	2	99.8930	136	59	5.0264
R11.Test79	11831	1	29813	2	99.6990	139	59	0.2633
R11.Test97	3708	1	29845	2	99.8060	196	70	1.7692
R11.Test144	287	1	29816	2	99.7091	196	90	25.2036
R11.Test27	1816	1	29825	2	99.7392	171	70	3.7395
R11.Test45	2291	1	29818	2	99.7157	122	58	3.2050
R11.Test193	339	1	29870	2	99.8896	192	70	24.7136
R11.Test12	825	1	29821	2	99.7258	182	84	9.0113
R11.Test172	2524	1	29829	2	99.7525	197	73	1.5665
R11.Test108	3272	4	29688	8	99.2810	135	56	1.4135
R11.Test82	1131	2	29786	4	99.6087	169	64	5.4367
R11.Test74	4874	1	29839	2	99.7860	162	56	1.4059
R11.Test143	1293	3	29833	6	99.7659	145	56	6.1650
R11.Test6	1249	2	29791	4	99.6255	135	59	6.2747
R11.Test194	7874	1	29860	2	99.8562	115	53	0.5621
R11.Test57	571	3	29771	6	99.5586	154	56	11.8191
R11.Test103	12243	1	29824	2	99.7358	198	70	0.2579
R11.Test4	1019	1	29816	2	99.7091	198	90	6.0751
R11.Test131	1795	1	29820	2	99.7224	184	64	3.9502
R11.Test70	2552	2	29838	4	99.7826	145	56	2.2964
