sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL10.Test174	722	22	29075	44	97.2310	153	57	11.5043
RL10.Test55	649	24	28021	48	93.7063	127	44	12.3398
RL10.Test39	544	17	5214	34	17.4364	16	9	3.0798
RL10.Test58	1151	30	27387	62	91.5861	132	53	7.2675
RL10.Test30	10306	32	27516	64	92.0175	80	53	0.4539
RL10.Test112	1967	46	24463	92	81.8078	135	56	3.8042
RL10.Test104	534	46	25223	92	84.3494	107	54	14.2228
RL10.Test37	1174	15	29390	30	98.2845	150	56	5.6342
RL10.Test194	1036	18	28813	36	96.3549	161	56	7.5254
RL10.Test22	927	49	21422	98	71.6383	110	56	6.9762
RL10.Test34	12700	19	28966	38	96.8665	125	56	0.2452
RL10.Test85	1677	41	21599	82	72.2302	105	44	4.0415
RL10.Test7	1364	44	18374	88	61.4453	102	44	3.2092
RL10.Test33	2056	25	27576	50	92.2182	108	53	3.5406
RL10.Test164	1650	30	26996	60	90.2786	109	27	5.0020
RL10.Test88	10068	23	29016	46	97.0337	116	56	0.4791
RL10.Test36	1357	40	25874	80	86.5264	94	44	4.9037
RL10.Test42	11899	47	16939	94	56.6465	45	18	0.1498
RL10.Test144	6642	35	26867	70	89.8472	103	36	1.0457
RL10.Test134	1688	44	25083	88	83.8812	126	56	3.5694
RL10.Test121	175	17	29318	34	98.0437	144	59	35.2203
RL10.Test139	432	32	28036	64	93.7565	146	56	18.9377
RL10.Test81	525	29	8157	58	27.2782	26	21	4.9039
RL10.Test16	338	22	29206	44	97.6691	139	56	22.9035
RL10.Test90	487	20	6314	40	21.1149	11	35	4.7520
RL10.Test196	1136	38	23344	76	78.0657	115	59	6.4540
RL10.Test149	683	42	15964	84	53.3859	96	47	7.1743
RL10.Test130	5144	33	21481	66	71.8356	119	62	0.9751
RL10.Test99	631	44	24009	88	80.2896	130	44	12.1370
RL10.Test106	2078	7	29759	14	99.5184	160	56	4.4385
RL10.Test67	5522	34	17140	68	57.3187	85	53	0.7452
RL10.Test140	1400	30	28174	62	94.2180	150	59	5.9361
RL10.Test14	800	33	25216	66	84.3260	103	62	9.5203
RL10.Test69	1238	31	25646	62	85.7640	134	56	6.6400
RL10.Test169	883	45	23796	90	79.5773	126	56	6.1037
RL10.Test97	1691	22	28337	44	94.7631	146	56	4.7392
RL10.Test13	5642	29	27736	58	92.7532	124	33	1.1724
RL10.Test176	944	22	29520	44	98.7192	148	56	9.0860
RL10.Test160	1366	37	25695	74	85.9278	120	53	4.5863
RL10.Test60	11006	49	22730	100	76.0124	117	54	0.2045
RL10.Test182	1808	27	29549	54	98.8162	125	53	3.8720
RL10.Test146	297	26	7894	52	26.3987	19	0	9.0229
RL10.Test199	7406	37	22949	74	76.7448	108	63	0.8195
RL10.Test100	926	50	20584	100	68.8359	72	9	7.1635
RL10.Test51	1056	10	29708	20	99.3479	149	56	7.1667
RL10.Test136	784	39	25560	78	85.4764	87	45	8.2622
RL10.Test66	11147	26	27662	52	92.5058	114	59	0.4376
RL10.Test17	1467	32	14846	64	49.6472	71	44	2.4749
RL10.Test93	350	5	1234	10	4.1267	6	0	0.6939
RL10.Test190	268	35	26154	70	87.4628	148	56	28.5714
RL10.Test123	8553	15	29446	30	98.4717	138	53	0.5361
RL10.Test109	1332	40	20652	80	69.0633	86	57	3.6692
RL10.Test152	1056	19	5570	38	18.6269	27	11	1.1609
RL10.Test94	1916	49	18331	98	61.3015	31	44	2.4758
RL10.Test63	2202	42	18864	84	63.0840	54	38	2.1638
RL10.Test166	2009	34	11771	68	39.3639	22	0	1.4671
