sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL9.Test71	2052	24	28873	48	96.5555	118	59	3.4451
RL9.Test184	2210	14	29456	28	98.5052	164	56	2.5270
RL9.Test31	320	42	23139	84	77.3802	128	47	19.3017
RL9.Test42	1266	32	26244	64	87.7638	75	59	6.1214
RL9.Test139	1260	36	11891	72	39.7652	50	44	2.1268
RL9.Test133	193	27	28074	54	93.8836	145	30	39.5188
RL9.Test23	973	22	28688	44	95.9369	152	56	8.4604
RL9.Test165	786	50	17756	100	59.3787	91	21	5.0895
RL9.Test155	426	24	28703	48	95.9870	121	56	19.9769
RL9.Test44	8651	42	24939	84	83.3997	128	44	0.4649
RL9.Test57	11615	35	26898	70	89.9508	150	56	0.2399
RL9.Test83	164	42	18926	84	63.2913	90	18	29.6423
RL9.Test199	6964	42	25586	84	85.5633	117	33	0.9434
RL9.Test182	3885	41	20508	82	68.5817	113	56	1.4312
RL9.Test116	139	16	5216	32	17.4431	38	9	6.4519
RL9.Test40	366	41	23509	82	78.6175	109	56	20.1211
RL9.Test29	13136	40	26025	80	87.0314	132	57	0.2228
RL9.Test16	10088	52	21020	104	70.2940	111	44	0.3572
RL9.Test193	8819	42	16312	84	54.5497	84	44	0.3002
RL9.Test170	2211	10	29769	20	99.5519	121	56	2.9641
RL9.Test98	980	16	6563	34	21.9476	41	35	1.8158
RL9.Test89	1546	40	15900	80	53.1719	88	44	3.0854
RL9.Test15	9442	31	27390	62	91.5962	116	56	0.7725
RL9.Test61	12595	5	1453	10	4.8590	5	9	0.0124
RL9.Test177	5561	16	29176	32	97.5688	129	59	1.2440
RL9.Test138	592	12	29311	24	98.0203	145	56	11.6405
RL9.Test46	21392	38	16020	76	53.5732	96	44	0.0906
RL9.Test10	873	41	17440	82	58.3219	89	47	5.5535
RL9.Test145	2425	10	3264	20	10.9153	21	0	0.2609
RL9.Test45	597	33	14950	66	49.9950	88	44	7.8476
RL9.Test117	1968	17	5233	34	17.4999	27	0	0.4817
RL9.Test67	2721	46	19146	92	64.0270	72	49	1.4309
RL9.Test110	8712	30	11443	60	38.2671	46	18	0.2058
RL9.Test9	295	32	26312	64	87.9912	139	59	24.4334
RL9.Test176	880	38	20703	76	69.2339	117	44	6.8623
RL9.Test125	1757	43	23304	86	77.9320	117	47	4.0610
RL9.Test105	2646	42	14344	84	47.9684	31	9	1.4484
RL9.Test181	2690	32	27319	64	91.3587	116	56	2.7351
RL9.Test198	5313	36	18384	72	61.4788	82	36	0.8133
RL9.Test51	20272	47	19488	94	65.1707	104	47	0.1178
RL9.Test14	894	29	27115	58	90.6765	126	62	9.2228
RL9.Test77	12316	28	28593	56	95.6192	123	53	0.2495
