sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL20.Test134	3919	3	29864	6	99.8696	150	56	2.4335
RL20.Test41	1847	20	29548	40	98.8128	125	59	4.8811
RL20.Test14	17256	17	29377	34	98.2410	149	56	0.2169
RL20.Test30	996	3	29865	6	99.8729	129	53	6.7912
RL20.Test35	6261	29	27850	58	93.1345	144	47	1.3981
RL20.Test5	5689	2	29817	4	99.7124	153	56	1.2279
RL20.Test124	6476	27	28442	54	95.1142	126	56	1.0697
RL20.Test10	10251	40	18645	80	62.3516	106	47	0.3045
RL20.Test181	1874	24	27762	48	92.8402	148	56	3.5179
RL20.Test34	11423	6	29698	12	99.3145	152	56	0.2609
RL20.Test15	1095	5	29811	10	99.6923	139	56	7.3973
RL20.Test161	2474	5	29817	10	99.7124	137	56	3.4324
RL20.Test56	1405	9	29864	18	99.8696	145	56	6.5183
RL20.Test47	13169	3	29814	6	99.7024	138	56	0.2472
RL20.Test58	3626	27	27828	54	93.0609	80	59	2.2852
RL20.Test123	3337	3	29749	6	99.4850	132	53	2.7872
RL20.Test18	7645	12	29412	24	98.3580	156	56	0.9407
RL20.Test101	6348	17	29077	34	97.2377	152	56	1.1491
RL20.Test126	10267	13	29692	26	99.2944	129	53	0.4703
RL20.Test16	1521	19	29226	38	97.7360	129	53	5.0572
RL20.Test63	1850	2	29859	4	99.8529	117	53	4.4339
RL20.Test151	23888	26	28108	52	93.9973	99	56	0.1548
RL20.Test198	12562	27	29062	54	97.1876	142	56	0.2489
RL20.Test3	3514	3	29864	6	99.8696	132	56	1.8547
RL20.Test120	2842	1	29864	2	99.8696	125	53	2.9793
RL20.Test62	6746	16	29017	32	97.0371	153	56	0.9173
RL20.Test55	13819	7	29833	14	99.7659	137	53	0.2478
RL20.Test179	10846	14	29494	28	98.6322	136	57	0.4507
RL20.Test89	12443	24	28476	48	95.2279	100	56	0.2462
RL20.Test130	4673	2	29864	4	99.8696	137	56	1.6433
RL20.Test197	19766	9	29791	18	99.6255	140	56	0.2076
RL20.Test133	1131	3	29817	6	99.7124	164	56	6.8334
RL20.Test50	14068	7	29662	14	99.1941	135	56	0.2431
RL20.Test91	11910	17	29174	34	97.5621	134	53	0.6450
RL20.Test195	8510	4	29816	8	99.7091	157	56	0.9122
RL20.Test29	7570	8	29753	16	99.4984	125	56	0.8962
RL20.Test136	1662	8	29850	16	99.8228	116	53	5.3222
RL20.Test72	2281	13	29222	26	97.7226	145	56	3.7830
RL20.Test192	3850	2	29737	4	99.4449	111	53	2.0822
RL20.Test119	1616	7	29855	16	99.8395	134	53	4.4074
RL20.Test38	1715	24	28196	48	94.2915	134	56	4.4238
RL20.Test141	7346	5	29816	10	99.7091	139	56	0.9856
RL20.Test1	3283	9	29787	18	99.6121	129	59	1.9933
RL20.Test97	14246	31	27901	62	93.3050	135	33	0.2242
RL20.Test36	10240	12	29601	24	98.9901	148	56	0.4920
RL20.Test73	10854	34	27840	68	93.1010	146	56	0.4211
RL20.Test54	21084	22	28824	44	96.3917	155	56	0.1673
RL20.Test39	3614	28	28597	56	95.6325	112	59	1.5540
RL20.Test182	2298	10	29441	20	98.4550	126	56	3.7298
RL20.Test129	2414	13	29655	26	99.1707	118	56	3.0243
RL20.Test67	3154	17	29584	34	98.9332	129	59	2.1523
RL20.Test71	9681	9	29852	18	99.8294	141	56	0.5001
RL20.Test162	701	29	28818	58	96.3716	156	56	10.7271
RL20.Test139	15179	9	29798	18	99.6489	154	56	0.3759
RL20.Test2	1749	16	29413	32	98.3614	111	53	5.3154
RL20.Test170	8391	8	29745	16	99.4716	130	56	0.7990
RL20.Test8	2894	8	29539	16	98.7827	113	53	2.6343
RL20.Test173	660	3	29814	6	99.7024	124	53	12.0257
RL20.Test176	8032	33	26717	66	89.3456	96	62	0.7699
RL20.Test168	9264	7	29805	14	99.6723	121	62	0.7245
RL20.Test19	8375	11	29853	22	99.8328	140	56	0.5438
RL20.Test110	1822	5	29802	10	99.6622	152	56	4.5212
RL20.Test113	2621	43	24277	86	81.1858	47	9	2.4821
RL20.Test188	14293	2	29816	4	99.7091	153	56	0.2412
RL20.Test116	2763	10	29391	20	98.2878	148	56	2.1538
RL20.Test93	6941	3	29864	6	99.8696	123	53	1.0237
RL20.Test165	16069	26	29362	52	98.1908	142	56	0.2190
RL20.Test26	5947	7	29681	14	99.2576	162	56	1.2483
RL20.Test88	5811	4	29817	8	99.7124	137	56	1.4261
RL20.Test187	3497	41	20821	82	69.6285	87	44	1.2313
RL20.Test92	4346	12	29630	24	99.0870	137	56	2.0089
RL20.Test86	2951	6	29653	12	99.1640	135	53	2.7107
RL20.Test167	2147	33	25679	66	85.8743	100	57	3.1513
RL20.Test61	3650	5	29818	10	99.7157	132	53	1.8551
RL20.Test77	1772	5	29864	10	99.8696	121	53	3.7825
RL20.Test185	971	3	29817	6	99.7124	155	56	8.3585
RL20.Test28	1194	5	29806	10	99.6756	140	56	7.7764
RL20.Test158	6219	5	29773	10	99.5653	147	53	1.1274
RL20.Test191	2959	49	24084	98	80.5404	87	44	2.3482
RL20.Test142	2359	46	21696	92	72.5546	121	47	2.4169
RL20.Test174	1623	24	28505	48	95.3249	153	56	3.9509
RL20.Test108	2859	2	29772	4	99.5619	148	56	2.6489
RL20.Test107	12233	3	29815	6	99.7057	137	53	0.2568
RL20.Test80	1276	5	29686	10	99.2743	155	59	6.4962
RL20.Test155	2244	14	29475	28	98.5687	116	27	3.4616
RL20.Test25	1734	8	29784	16	99.6020	151	56	4.0819
RL20.Test157	2277	10	29606	20	99.0068	149	56	2.3530
RL20.Test105	1723	7	29863	14	99.8662	155	56	4.7572
RL20.Test85	16787	2	29816	4	99.7091	142	53	0.2215
RL20.Test20	7246	9	29831	18	99.7592	140	53	1.1933
RL20.Test59	1163	9	29757	18	99.5118	151	56	5.9733
RL20.Test102	5587	5	29864	10	99.8696	122	53	1.4545
RL20.Test152	3941	2	29865	4	99.8729	157	53	1.8722
RL20.Test148	8840	16	29203	32	97.6591	154	56	0.5131
RL20.Test42	11479	23	28273	46	94.5490	136	59	0.2507
RL20.Test114	9525	10	29258	20	97.8430	112	44	0.7216
RL20.Test84	2788	3	29696	6	99.3078	132	53	2.4392
RL20.Test43	1637	32	14349	64	47.9852	54	35	2.4267
RL20.Test147	12297	7	29584	14	98.9332	120	53	0.4269
RL20.Test145	3490	6	29805	12	99.6723	158	56	1.7656
RL20.Test24	3889	3	29865	6	99.8729	151	56	2.2587
RL20.Test172	11935	1	29810	2	99.6890	150	56	0.4275
RL20.Test144	11250	37	23984	74	80.2060	97	53	0.3764
RL20.Test66	3391	6	29838	12	99.7826	163	56	2.0141
RL20.Test13	10955	21	29232	42	97.7561	145	53	0.4525
RL20.Test117	978	3	29864	6	99.8696	136	53	8.2456
RL20.Test81	11843	4	29812	8	99.6957	128	53	0.6029
RL20.Test68	2846	9	29488	18	98.6122	114	53	2.5894
RL20.Test99	20503	3	29803	6	99.6656	144	56	0.1753
RL20.Test115	1570	18	29774	36	99.5686	149	56	5.8013
RL20.Test21	2360	14	29621	28	99.0570	133	56	3.6995
RL20.Test166	9035	7	29445	14	98.4684	124	56	0.8213
RL20.Test180	4432	8	29605	16	99.0034	159	56	1.4889
RL20.Test163	12345	13	29312	26	98.0236	148	56	0.6382
RL20.Test7	13771	29	28588	58	95.6024	116	59	0.2408
RL20.Test160	1039	5	29818	10	99.7157	152	56	7.9345
RL20.Test183	913	18	29357	36	98.1741	132	65	8.1871
RL20.Test12	10299	31	27105	62	90.6431	129	56	0.4174
RL20.Test186	9308	47	22806	94	76.2666	89	27	0.4063
RL20.Test118	2462	15	29308	30	98.0102	124	59	3.4434
RL20.Test33	3536	1	29816	2	99.7091	139	56	2.5780
RL20.Test6	5925	4	29619	8	99.0503	130	53	1.1942
RL20.Test104	7281	13	29805	26	99.6723	153	56	0.9139
RL20.Test154	10358	2	29864	4	99.8696	134	56	0.4970
RL20.Test178	20833	3	29859	6	99.8529	156	56	0.2036
RL20.Test199	21907	4	29859	8	99.8529	134	56	0.1975
RL20.Test112	11682	4	29864	8	99.8696	143	56	0.6820
RL20.Test76	9545	33	27096	66	90.6130	133	56	0.4621
RL20.Test177	3614	6	29837	12	99.7793	156	56	1.5574
RL20.Test87	1597	4	29817	8	99.7124	142	53	4.6481
RL20.Test78	7150	4	29842	8	99.7960	149	56	1.0376
RL20.Test32	19439	11	29754	22	99.5017	130	53	0.2033
RL20.Test175	2219	21	29308	42	98.0102	131	56	3.8341
RL20.Test27	2939	6	29861	12	99.8595	158	56	2.1953
RL20.Test184	3057	14	29098	28	97.3080	108	56	2.4205
RL20.Test64	17137	14	29588	28	98.9466	147	56	0.2170
RL20.Test164	16811	23	29630	46	99.0870	137	59	0.2187
RL20.Test140	14277	4	29816	8	99.7091	154	56	0.2469
RL20.Test75	1851	7	29646	14	99.1406	146	56	3.8140
RL20.Test49	3931	11	29321	22	98.0537	144	62	1.5419
RL20.Test143	9032	10	29859	20	99.8529	126	53	0.5171
RL20.Test70	1333	4	29864	8	99.8696	136	53	6.5427
RL20.Test146	4724	7	29689	14	99.2844	141	27	1.3325
RL20.Test131	3873	21	29479	42	98.5821	132	56	2.0536
RL20.Test52	6674	18	29168	36	97.5421	144	56	1.0335
RL20.Test65	2068	6	29864	12	99.8696	144	53	3.8863
