sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL2.Test89	16	16	4210	32	14.0789	27	18	100.0000
RL2.Test16	9	3	624	6	2.0867	0	0	28.4672
RL2.Test14	764	6	2854	12	9.5442	16	35	1.1996
RL2.Test60	26	26	8856	52	29.6158	66	44	99.9208
RL2.Test133	101	44	23665	88	79.1392	119	30	58.8629
RL2.Test176	40	25	8560	50	28.6259	50	21	63.0007
RL2.Test123	888	46	20284	92	67.8327	106	53	7.2682
RL2.Test111	198	26	8779	52	29.3583	49	18	14.1400
RL2.Test69	18	9	3411	18	11.4069	22	35	60.4585
RL2.Test155	816	13	3703	26	12.3834	18	35	1.3199
RL2.Test125	821	17	5281	34	17.6604	6	0	1.4939
RL2.Test80	153	31	13546	62	45.2998	113	44	23.2686
RL2.Test138	600	19	5635	38	18.8443	45	18	2.0347
RL2.Test172	8	2	457	4	1.5283	0	0	1.3929
RL2.Test95	118	9	2160	18	7.2234	16	9	5.2346
RL2.Test50	1773	35	12177	70	40.7217	35	9	1.7063
RL2.Test109	72	23	6467	46	21.6266	56	18	29.7066
RL2.Test170	8	4	1204	8	4.0264	2	0	53.0163
RL2.Test47	40	11	3246	22	10.8551	16	0	26.0744
RL2.Test70	775	20	6627	40	22.1617	35	9	1.8330
RL2.Test79	24	14	3565	28	11.9219	25	12	49.5054
RL2.Test141	1628	4	2302	8	7.6982	14	35	0.4172
RL2.Test161	22	1	207	2	0.6922	0	0	0.9470
RL2.Test104	1684	46	26348	92	88.1116	117	30	3.8257
RL2.Test67	1	1	220	2	0.7357	0	0	100.0000
RL2.Test78	676	24	10811	48	36.1536	65	27	5.2173
RL2.Test106	105	1	314	2	1.0501	2	0	1.0797
RL2.Test189	1554	2	588	4	1.9664	0	0	0.1186
RL2.Test39	195	1	279	2	0.9330	3	0	0.4004
RL2.Test94	41	21	7186	42	24.0310	47	35	55.1862
RL2.Test58	168	33	14533	66	48.6005	74	18	23.9971
RL2.Test29	20	12	3403	24	11.3801	21	26	55.4481
RL2.Test118	399	3	806	6	2.6954	4	0	0.4827
RL2.Test20	9	2	557	4	1.8627	0	0	23.7527
RL2.Test151	55	19	5657	38	18.9178	44	18	31.6247
RL2.Test196	946	43	22116	86	73.9591	94	53	7.3340
RL2.Test113	11760	3	787	6	2.6318	4	0	0.0070
RL2.Test77	36	6	1494	12	4.9962	18	9	9.9987
RL2.Test12	15	14	3870	28	12.9418	0	0	93.4557
RL2.Test102	1547	5	1092	10	3.6518	5	9	0.2208
RL2.Test148	46	34	11798	68	39.4542	81	44	76.9415
RL2.Test57	34	25	8618	50	28.8199	62	44	76.0460
RL2.Test15	61	35	11786	70	39.4141	71	44	65.7441
RL2.Test179	116	11	3002	22	10.0391	19	11	7.1647
RL2.Test88	1307	2	405	4	1.3544	4	0	0.0999
RL2.Test174	62	33	13826	66	46.2362	97	27	51.4113
RL2.Test197	8620	24	8097	48	27.0776	63	47	0.1499
RL2.Test163	275	21	7010	42	23.4425	46	9	5.2993
RL2.Test143	26	6	1591	12	5.3205	6	26	15.6736
RL2.Test190	51	35	14826	70	49.5803	123	53	48.9664
