sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL11.Test198	1198	43	23900	86	79.9251	91	33	5.6457
RL11.Test170	2878	40	27037	80	90.4157	86	47	2.4974
RL11.Test190	873	5	1303	10	4.3574	6	0	0.3635
RL11.Test178	8930	35	26173	70	87.5263	100	53	0.7423
RL11.Test154	2699	44	24676	88	82.5201	119	53	1.8256
RL11.Test113	2176	38	28525	76	95.3918	123	53	4.2521
RL11.Test17	3800	46	24689	92	82.5636	116	53	1.4973
RL11.Test21	8728	30	15326	60	51.2524	92	44	0.2747
RL11.Test142	2777	35	25770	70	86.1786	102	56	2.3740
RL11.Test19	612	22	29404	44	98.3313	153	56	12.0309
RL11.Test51	861	40	25396	80	84.9279	110	62	8.6504
RL11.Test87	12282	30	10346	62	34.5985	74	47	0.0906
RL11.Test89	1093	30	28445	60	95.1242	123	56	7.8975
RL11.Test44	1001	40	25409	80	84.9714	114	56	7.7050
RL11.Test164	715	31	28663	62	95.8533	112	56	10.9158
RL11.Test129	9741	39	23820	78	79.6576	108	56	0.4106
RL11.Test64	1147	32	26981	66	90.2284	134	56	6.8145
RL11.Test184	12944	33	13172	66	44.0491	69	10	0.1089
RL11.Test107	9594	53	18574	106	62.1142	92	18	0.3218
RL11.Test137	5891	14	29670	28	99.2208	155	56	1.2718
RL11.Test121	1410	33	27309	66	91.3253	145	56	5.4593
RL11.Test59	623	40	25393	80	84.9179	145	56	11.2930
RL11.Test173	210	45	24095	90	80.5772	87	37	30.2394
RL11.Test11	767	29	25651	58	85.7807	136	56	9.6561
RL11.Test182	2233	20	28750	40	96.1442	124	53	3.1605
RL11.Test27	2139	41	23856	82	79.7779	116	59	3.2435
RL11.Test29	1960	36	26505	72	88.6366	88	53	3.1133
RL11.Test57	19264	5	2195	10	7.3404	6	0	0.0133
RL11.Test193	1628	37	24016	74	80.3130	115	56	4.5977
RL11.Test110	2502	41	20993	82	70.2037	140	60	1.6919
RL11.Test65	1431	36	20402	72	68.2273	132	53	3.7963
RL11.Test9	16054	32	27714	64	92.6797	122	59	0.2161
RL11.Test118	1208	4	1887	8	6.3104	11	9	0.4634
RL11.Test45	2594	51	21063	102	70.4377	38	18	1.8883
RL11.Test162	1963	33	25299	66	84.6036	136	56	3.4806
RL11.Test7	189	41	23702	82	79.2630	129	56	36.3459
RL11.Test66	1458	25	28534	50	95.4219	151	56	4.9788
RL11.Test48	517	27	28614	54	95.6894	119	50	14.6440
RL11.Test131	2744	16	5032	32	16.8277	15	9	0.3795
RL11.Test81	702	46	25943	92	86.7572	137	56	11.5099
RL11.Test3	1115	43	25458	86	85.1353	102	59	6.8826
RL11.Test127	2902	20	28516	40	95.3617	122	56	2.6159
RL11.Test101	6476	25	8403	50	28.1009	40	44	0.3350
RL11.Test152	531	39	15238	78	50.9581	84	18	8.7056
RL11.Test139	10616	16	6970	34	23.3087	36	35	0.0629
RL11.Test68	4227	48	24886	96	83.2224	79	41	1.2495
RL11.Test46	585	32	27229	64	91.0578	169	56	11.0827
RL11.Test144	1121	37	26309	74	87.9811	134	56	6.5494
RL11.Test109	1674	30	28735	60	96.0940	163	56	5.1111
RL11.Test105	401	28	27631	56	92.4021	135	56	18.8922
RL11.Test148	489	29	28198	58	94.2982	98	33	15.1806
RL11.Test140	801	43	23521	86	78.6577	119	56	8.2817
RL11.Test126	9349	26	28474	52	95.2212	145	30	0.5060
RL11.Test135	13495	25	29257	50	97.8397	76	53	0.2456
RL11.Test92	1430	28	27069	56	90.5227	132	56	5.6694
RL11.Test192	8809	35	26653	70	89.1315	93	60	0.4790
RL11.Test58	266	32	10547	64	35.2707	49	21	14.2898
RL11.Test14	149	41	25941	82	86.7505	123	30	37.3773
RL11.Test183	461	41	13155	82	43.9922	60	9	6.1556
RL11.Test28	3156	6	29783	12	99.5987	127	59	2.2973
RL11.Test172	11843	34	13025	68	43.5575	65	44	0.1133
RL11.Test56	3503	35	26520	70	88.6868	142	48	2.1910
RL11.Test26	9418	43	25040	86	83.7374	117	50	0.4455
RL11.Test163	8389	47	22911	94	76.6177	76	27	0.4275
RL11.Test72	669	31	25856	62	86.4662	129	44	9.1756
RL11.Test84	4222	30	25919	60	86.6769	125	56	1.6443
RL11.Test32	3921	17	29331	34	98.0871	141	56	2.2598
RL11.Test47	3010	16	29552	32	98.8262	143	56	2.4606
RL11.Test49	1257	38	16545	76	55.3289	93	35	4.0854
RL11.Test69	2887	23	29347	46	98.1407	105	59	2.4637
RL11.Test114	1132	17	28840	34	96.4452	160	56	7.1799
RL11.Test67	880	37	11420	76	38.1901	67	9	2.9007
RL11.Test55	2423	45	21603	90	72.2436	72	44	2.3298
RL11.Test25	253	25	29219	50	97.7126	159	56	23.9938
RL11.Test153	1122	23	28138	46	94.0976	140	56	7.2362
RL11.Test54	662	5	29803	10	99.6656	162	56	9.3662
RL11.Test143	578	18	29470	36	98.5520	160	56	14.2740
RL11.Test18	1987	37	26663	74	89.1650	108	56	3.4303
RL11.Test112	5432	38	22003	76	73.5812	83	27	0.9486
RL11.Test24	435	45	24851	90	83.1054	101	24	12.6355
RL11.Test188	105	18	4913	36	16.4298	28	15	10.3183
RL11.Test73	1029	41	18779	82	62.7997	87	53	5.4813
RL11.Test180	1972	42	25087	84	83.8946	134	62	3.9007
RL11.Test70	4268	23	29183	48	97.5922	143	56	1.5122
RL11.Test136	6788	40	24912	80	83.3094	87	60	0.9202
RL11.Test168	1193	43	20987	86	70.1836	80	54	5.5273
RL11.Test125	607	42	26868	84	89.8505	109	59	12.8087
RL11.Test106	2963	5	29839	10	99.7860	130	53	2.8000
RL11.Test160	1159	29	27867	58	93.1913	142	27	6.5604
RL11.Test90	1855	42	22538	86	75.3704	100	56	3.3043
RL11.Test16	281	43	22274	88	74.4875	121	47	23.8421
RL11.Test93	1181	29	27389	58	91.5928	150	56	5.6671
RL11.Test85	1408	22	28335	44	94.7564	136	56	5.5880
RL11.Test41	909	41	17462	82	58.3955	94	47	5.5310
RL11.Test88	914	1	29864	2	99.8696	131	53	7.2067
RL11.Test86	1158	21	8166	42	27.3083	62	47	1.7288
RL11.Test15	1319	43	22780	86	76.1796	103	21	4.0051
RL11.Test158	3710	44	19023	88	63.6157	83	44	1.1103
RL11.Test174	2783	44	24261	88	81.1323	97	50	1.8383
RL11.Test30	1929	41	18631	82	62.3048	107	57	2.8566
RL11.Test33	8414	13	29763	26	99.5318	123	56	0.9058
RL11.Test150	3900	34	17892	68	59.8335	94	44	1.2236
RL11.Test61	1092	33	27721	66	92.7031	122	44	6.0264
RL11.Test194	1095	35	26879	70	89.8873	131	53	7.4527
RL11.Test146	5917	17	29242	34	97.7895	117	59	1.1296
RL11.Test120	5831	38	26633	76	89.0646	163	56	1.1161
RL11.Test128	893	38	18148	76	60.6896	97	21	5.0475
RL11.Test165	497	46	19974	92	66.7960	82	44	11.0390
RL11.Test12	352	31	26185	62	87.5665	144	48	20.3300
RL11.Test94	13243	4	29651	8	99.1573	125	53	0.2430
RL11.Test103	2516	22	27617	44	92.3553	129	56	1.9804
RL11.Test20	301	28	27740	56	92.7666	157	56	27.7912
RL11.Test53	4614	11	29664	22	99.2007	122	59	1.8710
RL11.Test133	2268	13	29567	26	98.8764	159	56	3.7131
RL11.Test23	1342	32	26506	64	88.6399	124	56	6.3178
RL11.Test50	3025	15	29364	30	98.1975	141	56	1.8197
RL11.Test74	2284	37	19962	74	66.7558	81	56	2.4398
RL11.Test200	2103	12	29819	24	99.7191	136	59	2.6428
RL11.Test185	1247	35	24911	70	83.3060	141	56	5.6905
RL11.Test117	9637	32	25836	64	86.3994	136	44	0.4537
RL11.Test199	2966	17	29516	34	98.7058	120	53	2.5920
RL11.Test179	1147	51	21055	102	70.4110	43	9	5.4013
RL11.Test155	1385	19	28404	38	94.9871	126	59	6.3730
RL11.Test34	492	41	20418	82	68.2808	116	54	13.4155
RL11.Test191	1723	38	14218	76	47.5471	66	35	2.5880
RL11.Test171	3684	47	19386	94	64.8296	91	10	1.5919
RL11.Test22	12921	30	27221	60	91.0310	132	56	0.2340
RL11.Test123	2477	51	22237	102	74.3638	86	47	3.2384
RL11.Test52	17816	41	25457	82	85.1319	77	33	0.1848
RL11.Test98	1848	22	8222	44	27.4956	31	41	1.3401
RL11.Test76	739	12	29697	24	99.3111	120	53	9.1643
RL11.Test186	2377	15	29682	30	99.2609	107	53	3.2725
RL11.Test100	11863	43	18323	86	61.2748	73	33	0.1620
RL11.Test138	6296	34	13254	68	44.3233	50	18	0.5034
RL11.Test78	1050	33	27806	66	92.9873	140	47	7.6737
RL11.Test166	355	27	28575	54	95.5590	166	56	24.4099
RL11.Test130	2673	17	29397	34	98.3079	101	53	2.6394
RL11.Test35	150	30	27459	60	91.8269	68	53	40.2322
RL11.Test108	915	31	13877	62	46.4067	73	57	4.9398
RL11.Test145	941	19	29470	38	98.5520	123	56	8.2887
RL11.Test10	11864	18	29668	36	99.2141	138	56	0.2620
RL11.Test13	11290	16	28995	32	96.9635	152	56	0.2590
RL11.Test96	19130	43	25478	86	85.2022	111	56	0.1555
RL11.Test75	190	32	27201	64	90.9641	76	56	38.7978
RL11.Test119	337	35	27783	70	92.9104	150	59	18.0337
RL11.Test38	716	30	26717	60	89.3456	92	56	9.3034
RL11.Test177	1400	46	24832	92	83.0418	112	33	5.3160
RL11.Test4	11555	29	27462	58	91.8369	101	50	0.2447
RL11.Test197	4993	28	28271	56	94.5424	113	53	1.3796
RL11.Test80	1012	42	27152	84	90.8003	78	53	5.6099
RL11.Test95	3249	37	27232	74	91.0678	121	53	1.8291
RL11.Test111	7579	33	27499	66	91.9607	111	62	0.9092
RL11.Test83	484	23	28061	46	93.8401	149	56	17.5265
RL11.Test6	183	10	29698	20	99.3145	114	53	35.7271
RL11.Test156	1164	13	29117	26	97.3715	132	56	7.2759
RL11.Test36	2144	6	29809	12	99.6857	145	56	3.3443
RL11.Test196	649	24	28755	48	96.1609	137	53	12.1446
RL11.Test2	896	20	6023	40	20.1418	27	9	1.6161
RL11.Test176	1038	29	28831	58	96.4151	122	53	8.4163
RL11.Test5	905	24	29600	48	98.9867	148	56	9.3201
RL11.Test97	655	30	28103	60	93.9805	139	56	11.4149
RL11.Test122	3916	15	29438	30	98.4450	164	56	1.7303
RL11.Test99	1656	30	12039	60	40.2602	65	35	2.1272
