order	fre	frePool	ratio
1	11042	11042	0.577631303620004
2	7956	12696	0.664155681104834
3	7627	14911	0.780027202343587
4	7213	16193	0.84709144172421
5	6992	16358	0.855722954593011
6	6957	16441	0.860064867127014
7	6783	16474	0.861791169700774
8	6760	17245	0.902123875287717
9	6744	17691	0.925455116133082
10	6667	18213	0.952762084118016
11	6612	18253	0.95485457208621
12	6609	18341	0.959458045616238
13	6570	18369	0.960922787193974
14	6561	18388	0.961916718978866
15	6531	18418	0.963486084955012
16	6524	18430	0.96411383134547
17	6452	18451	0.965212387528772
18	6407	18535	0.96960661226198
19	6404	18560	0.970914417242101
20	6356	18569	0.971385227034945
21	6223	18632	0.97468089558485
22	6175	18638	0.97499476878008
23	6148	18762	0.981481481481482
24	5997	18772	0.98200460347353
25	5874	18794	0.983155471856037
26	5802	18797	0.983312408453651
27	5799	18843	0.985718769617075
28	5703	18850	0.986084955011509
29	5622	18864	0.986817325800377
30	5545	18868	0.987026574597196
31	5491	18868	0.987026574597196
32	5387	18870	0.987131198995606
33	5385	18870	0.987131198995606
34	5377	18881	0.987706633186859
35	5364	18881	0.987706633186859
36	5328	18893	0.988334379577317
37	5309	18896	0.988491316174932
38	5292	18908	0.98911906256539
39	5221	18912	0.98932831136221
40	5135	18918	0.989642184557439
41	5104	18918	0.989642184557439
42	5061	18919	0.989694496756644
43	5051	18919	0.989694496756644
44	5038	18921	0.989799121155053
45	5034	18931	0.990322243147102
46	5028	18931	0.990322243147102
47	5007	18935	0.990531491943921
48	4989	18935	0.990531491943921
49	4940	18935	0.990531491943921
50	4910	18935	0.990531491943921
51	4910	18945	0.99105461393597
52	4899	18961	0.991891609123248
53	4895	18965	0.992100857920067
54	4874	18966	0.992153170119272
55	4860	18966	0.992153170119272
56	4853	18968	0.992257794517681
57	4790	18971	0.992414731115296
58	4776	18977	0.992728604310525
59	4772	18984	0.993094789704959
60	4770	18986	0.993199414103369
61	4757	18996	0.993722536095417
62	4746	18997	0.993774848294622
63	4732	18998	0.993827160493827
64	4729	18999	0.993879472693032
65	4678	19000	0.993931784892237
66	4675	19001	0.993984097091442
